Fecha,Categoría,Cantidad Producto,Ingreso,Precio Unitario,Año
2023-07-19,complementos de pisos organicos,3,378021,6400,2023
2023-07-20,modulos,1,112409,5626,2023
2023-07-21,gres,6,94488,10052,2023
2023-07-22,pisos de madera,7,91168,5607,2023
2023-07-23,complementos de pisos organicos,1,16035,6400,2023
2023-07-24,sanitarios institucionales,9,1104372,7551,2023
2023-07-25,griferia de ducha y tina,5,214275,5626,2023
2023-07-26,griferia de cocina y lavadero,6,300150,6019,2023
2023-07-27,griferia de ducha y tina,4,319324,5626,2023
2023-07-28,lavaplatos,5,342530,5606,2023
2023-07-29,accesorios institucionales,18,349686,6448,2023
2023-07-30,tinas,6,671892,5701,2023
2023-07-31,lavamanos,9,685962,5707,2023
2023-08-01,pisos de madera,29,386454,5607,2023
2023-08-02,griferia institucional,28,364084,5957,2023
2023-08-03,pisos fotolaminados,23,282808,6071,2023
2023-08-04,ceramicos,6,109566,5592,2023
2023-08-05,mamparas de ducha,1,136616,5553,2023
2023-08-06,pisos organicos,5,308905,5702,2023
2023-08-07,pisos organicos,5,277500,5702,2023
2023-08-08,griferia de cocina y lavadero,28,217308,6019,2023
2023-08-09,sanitarios institucionales,7,151375,7551,2023
2023-08-10,griferia institucional,15,115020,5957,2023
2023-08-11,griferia de cocina y lavadero,3,137862,6019,2023
2023-08-12,portapapeles,1,42356,5904,2023
2023-08-13,escobillas,8,257496,7600,2023
2023-08-14,gres,9,302454,10052,2023
2023-08-15,perchas,26,131560,5460,2023
2023-08-16,pisos de madera,9,895167,5607,2023
2023-08-17,lavamanos,14,260708,5707,2023
2023-08-18,ceramicos,5,702155,5592,2023
2023-08-19,accesorios institucionales,1,92061,6448,2023
2023-08-20,complemento de pisos vinilicos,7,642271,6012,2023
2023-08-21,toalleros,1,60816,5806,2023
2023-08-22,portapapeles,9,107748,5904,2023
2023-08-23,rack toallas,3,430950,14237,2023
2023-08-24,lavamanos,9,50949,5707,2023
2023-08-25,wc,7,856940,5552,2023
2023-08-26,barras de seguridad,23,258037,7162,2023
2023-08-27,complemento de pisos vinilicos,9,416898,6012,2023
2023-08-28,toalleros,9,217413,5806,2023
2023-08-29,griferia de ducha y tina,23,154100,5626,2023
2023-08-30,mosaicos,20,336420,6577,2023
2023-08-31,sanitarios institucionales,23,529713,7551,2023
2023-09-01,urinarios,23,241960,7325,2023
2023-09-02,mamparas de ducha,2,290568,5553,2023
2023-09-03,rack toallas,12,166044,14237,2023
2023-09-04,perchas,6,263502,5460,2023
2023-09-05,griferia de bidet,1,149072,5460,2023
2023-09-06,griferia institucional,3,182862,5957,2023
2023-09-07,toalleros,3,153339,5806,2023
2023-09-08,pisos organicos,9,534105,5702,2023
2023-09-09,complementos de pisos organicos,7,980749,6400,2023
2023-09-10,complemento de pisos vinilicos,22,189860,6012,2023
2023-09-11,mosaicos,22,473660,6577,2023
2023-09-12,wall panels,28,236684,5477,2023
2023-09-13,bidet,9,660330,6169,2023
2023-09-14,mosaicos,1,24744,6577,2023
2023-09-15,accesibilidad universal,10,72420,6881,2023
2023-09-16,griferia de ducha y tina,1,133401,5626,2023
2023-09-17,tinas,13,138034,5701,2023
2023-09-18,mamparas de ducha,2,63840,5553,2023
2023-09-19,griferia de bidet,15,258105,5460,2023
2023-09-20,complementos sanitarios,17,268583,6706,2023
2023-09-21,contenedores,29,287883,6255,2023
2023-09-22,wc,24,225360,5552,2023
2023-09-23,espejos,7,711872,6208,2023
2023-09-24,escobillas,7,145670,7600,2023
2023-09-25,tinas,7,903840,5701,2023
2023-09-26,ceramicos,17,88264,5592,2023
2023-09-27,pisos organicos,9,385344,5702,2023
2023-09-28,pisos vinilicos,3,69516,5590,2023
2023-09-29,accesibilidad universal,11,95700,6881,2023
2023-09-30,espejos,9,701073,6208,2023
2023-10-01,organizadores,9,1216035,5987,2023
2023-10-02,barras de seguridad,1,89191,7162,2023
2023-10-03,portapapeles,22,121088,5904,2023
2023-10-04,complementos sanitarios,3,171144,6706,2023
2023-10-05,pisos vinilicos,6,443724,5590,2023
2023-10-06,wall panels,29,165793,5477,2023
2023-10-07,escobillas,2,44084,7600,2023
2023-10-08,perchas,11,109934,5460,2023
2023-10-09,accesibilidad universal,25,404525,6881,2023
2023-10-10,pisos de madera,3,159555,5607,2023
2023-10-11,rack toallas,2,163518,14237,2023
2023-10-12,lavaplatos,6,792138,5606,2023
2023-10-13,griferia de ducha y tina,9,294867,5626,2023
2023-10-14,organizadores,4,424268,5987,2023
2023-10-15,griferia de cocina y lavadero,13,212056,6019,2023
2023-10-16,sanitarios institucionales,6,467622,7551,2023
2023-10-17,perchas,29,635535,5460,2023
2023-10-18,ceramicos,3,50988,5592,2023
2023-10-19,lavaplatos,22,470492,5606,2023
2023-10-20,pisos organicos,8,418680,5702,2023
2023-10-21,mamparas de ducha,26,205140,5553,2023
2023-10-22,pisos fotolaminados,27,428166,6071,2023
2023-10-23,bidet,2,197684,6169,2023
2023-10-24,organizadores,1,72239,5987,2023
2023-10-25,bidet,28,551124,6169,2023
2023-10-26,accesorios institucionales,8,684896,6448,2023
2023-10-27,toalleros,4,83072,5806,2023
2023-10-28,accesibilidad universal,5,473560,6881,2023
2023-10-29,ceramicos,7,435204,5592,2023
2023-10-30,wall panels,4,166308,5477,2023
2023-10-31,lavaplatos,5,83090,5606,2023
2023-11-01,rack toallas,29,383815,14237,2023
2023-11-02,complementos sanitarios,9,73467,6706,2023
2023-11-03,urinarios,29,200825,7325,2023
2023-11-04,accesorios institucionales,7,972608,6448,2023
2023-11-05,barras de seguridad,21,338898,7162,2023
2023-11-06,receptaculos,4,303652,5989,2023
2023-11-07,muebles de baño,5,372580,8093,2023
2023-11-08,contenedores,6,889998,6255,2023
2023-11-09,pisos organicos,8,727480,5702,2023
2023-11-10,griferia de lavamanos,8,87552,9770,2023
2023-11-11,lavamanos,2,11908,5707,2023
2023-11-12,contenedores,1,106509,6255,2023
2023-11-13,complemento de pisos vinilicos,2,228962,6012,2023
2023-11-14,escobillas,7,556654,7600,2023
2023-11-15,accesibilidad universal,1,37485,6881,2023
2023-11-16,complemento de pisos vinilicos,6,856206,6012,2023
2023-11-17,bidet,3,28002,6169,2023
2023-11-18,escobillas,1,42226,7600,2023
2023-11-19,jaboneras y vasos,5,388940,5416,2023
2023-11-20,pisos organicos,4,380532,5702,2023
2023-11-21,barras de seguridad,10,129570,7162,2023
2023-11-22,accesibilidad universal,15,311940,6881,2023
2023-11-23,griferia de ducha y tina,23,359421,5626,2023
2023-11-24,bidet,24,238392,6169,2023
2023-11-25,modulos,5,395725,5626,2023
2023-11-26,complemento de pisos vinilicos,1,30203,6012,2023
2023-11-27,pisos vinilicos,1,59063,5590,2023
2023-11-28,porcelanato,22,257796,5681,2023
2023-11-29,pisos de madera,5,553820,5607,2023
2023-11-30,pisos de madera,5,557850,5607,2023
2023-12-01,barras de seguridad,2,131918,7162,2023
2023-12-02,lavaplatos,8,256824,5606,2023
2023-12-03,pisos organicos,7,896322,5702,2023
2023-12-04,porcelanato,6,794856,5681,2023
2023-12-05,griferia de bidet,8,1020296,5460,2023
2023-12-06,accesibilidad universal,29,655081,6881,2023
2023-12-07,mamparas de ducha,4,273748,5553,2023
2023-12-08,lavamanos,3,213774,5707,2023
2023-12-09,griferia de ducha y tina,15,284790,5626,2023
2023-12-10,pisos vinilicos,1,114748,5590,2023
2023-12-11,portapapeles,11,201289,5904,2023
2023-12-12,ceramicos,19,462612,5592,2023
2023-12-13,muebles de baño,5,549090,8093,2023
2023-12-14,griferia de ducha y tina,6,119598,5626,2023
2023-12-15,rack toallas,24,376824,14237,2023
2023-12-16,accesibilidad universal,4,330624,6881,2023
2023-12-17,barras de seguridad,3,285618,7162,2023
2023-12-18,portapapeles,5,92595,5904,2023
2023-12-19,griferia institucional,4,63104,5957,2023
2023-12-20,modulos,19,202540,5626,2023
2023-12-21,jaboneras y vasos,10,85210,5416,2023
2023-12-22,mosaicos,25,302050,6577,2023
2023-12-23,lavamanos,3,431133,5707,2023
2023-12-24,portapapeles,14,79100,5904,2023
2023-12-25,ceramicos,5,511870,5592,2023
2023-12-26,accesorios institucionales,5,113610,6448,2023
2023-12-27,jaboneras y vasos,18,140886,5416,2023
2023-12-28,accesorios institucionales,1,125989,6448,2023
2023-12-29,accesibilidad universal,6,496146,6881,2023
2023-12-30,accesorios institucionales,11,209286,6448,2023
2023-12-31,wc,27,657315,5552,2023
2024-01-01,ceramicos,18,213066,5692,2024
2024-01-02,complementos sanitarios,5,387870,6806,2024
2024-01-03,perchas,7,924140,5560,2024
2024-01-04,porcelanato,25,139250,5781,2024
2024-01-05,perchas,22,525558,5560,2024
2024-01-06,espejos,4,47928,6308,2024
2024-01-07,lavamanos,8,184496,5807,2024
2024-01-08,barras de seguridad,6,551070,7262,2024
2024-01-09,griferia de cocina y lavadero,1,53470,6119,2024
2024-01-10,perchas,20,497780,5560,2024
2024-01-11,jaboneras y vasos,1,113055,5516,2024
2024-01-12,griferia de ducha y tina,11,134486,5726,2024
2024-01-13,bidet,22,139018,6269,2024
2024-01-14,accesibilidad universal,6,519246,6981,2024
2024-01-15,accesorios institucionales,24,295752,6548,2024
2024-01-16,accesibilidad universal,2,70426,6981,2024
2024-01-17,griferia de bidet,2,48346,5560,2024
2024-01-18,complemento de pisos vinilicos,8,431912,6112,2024
2024-01-19,wc,6,314634,5652,2024
2024-01-20,wc,8,428472,5652,2024
2024-01-21,escobillas,1,35021,7700,2024
2024-01-22,toalleros,4,326156,5906,2024
2024-01-23,accesibilidad universal,14,258370,6981,2024
2024-01-24,jaboneras y vasos,7,365750,5516,2024
2024-01-25,wc,8,953056,5652,2024
2024-01-26,jaboneras y vasos,5,447730,5516,2024
2024-01-27,mamparas de ducha,9,74943,5653,2024
2024-01-28,wc,5,118215,5652,2024
2024-01-29,barras de seguridad,7,786688,7262,2024
2024-01-30,contenedores,21,130830,6355,2024
2024-01-31,muebles de baño,4,244340,8193,2024
2024-02-01,complementos sanitarios,1,35750,6806,2024
2024-02-02,organizadores,10,81350,6087,2024
2024-02-03,accesorios institucionales,3,363108,6548,2024
2024-02-04,portapapeles,2,128628,6004,2024
2024-02-05,contenedores,2,226028,6355,2024
2024-02-06,perchas,6,54870,5560,2024
2024-02-07,modulos,4,565988,5726,2024
2024-02-08,mamparas de ducha,3,73617,5653,2024
2024-02-09,espejos,8,152952,6308,2024
2024-02-10,tinas,8,536792,5801,2024
2024-02-11,toalleros,8,172600,5906,2024
2024-02-12,wall panels,24,140664,5577,2024
2024-02-13,sanitarios institucionales,7,787983,7651,2024
2024-02-14,gres,4,181632,10152,2024
2024-02-15,contenedores,4,89680,6355,2024
2024-02-16,perchas,22,375254,5560,2024
2024-02-17,accesibilidad universal,2,148508,6981,2024
2024-02-18,lavaplatos,8,339624,5706,2024
2024-02-19,accesibilidad universal,23,476905,6981,2024
2024-02-20,barras de seguridad,7,522711,7262,2024
2024-02-21,complementos de griferia,14,98154,6867,2024
2024-02-22,escobillas,5,268705,7700,2024
2024-02-23,muebles de baño,8,604328,8193,2024
2024-02-24,bidet,8,422120,6269,2024
2024-02-25,pisos fotolaminados,28,687876,6171,2024
2024-02-26,griferia de cocina y lavadero,1,68230,6119,2024
2024-02-27,accesorios institucionales,10,247020,6548,2024
2024-02-28,contenedores,21,322245,6355,2024
2024-02-29,lavaplatos,9,640665,5706,2024
2024-03-01,lavaplatos,2,201488,5706,2024
2024-03-02,wc,17,309791,5652,2024
2024-03-03,wall panels,15,353055,5577,2024
2024-03-04,contenedores,17,215764,6355,2024
2024-03-05,ceramicos,8,1045952,5692,2024
2024-03-06,toalleros,5,473645,5906,2024
2024-03-07,modulos,9,719964,5726,2024
2024-03-08,sanitarios institucionales,12,106980,7651,2024
2024-03-09,bidet,7,333326,6269,2024
2024-03-10,griferia de ducha y tina,16,83616,5726,2024
2024-03-11,griferia de bidet,7,288057,5560,2024
2024-03-12,muebles de baño,27,458217,8193,2024
2024-03-13,bidet,8,156472,6269,2024
2024-03-14,porcelanato,5,35160,5781,2024
2024-03-15,wall panels,9,610578,5577,2024
2024-03-16,portapapeles,6,191286,6004,2024
2024-03-17,griferia de bidet,7,826413,5560,2024
2024-03-18,lavamanos,6,473520,5807,2024
2024-03-19,mosaicos,24,154680,6677,2024
2024-03-20,mosaicos,3,335916,6677,2024
2024-03-21,griferia de ducha y tina,6,484908,5726,2024
2024-03-22,pisos vinilicos,6,774138,5690,2024
2024-03-23,wall panels,8,751272,5577,2024
2024-03-24,griferia de ducha y tina,25,331575,5726,2024
2024-03-25,griferia institucional,3,167415,6057,2024
2024-03-26,tinas,1,116402,5801,2024
2024-03-27,espejos,5,108660,6308,2024
2024-03-28,mamparas de ducha,9,1304955,5653,2024
2024-03-29,pisos organicos,26,255320,5802,2024
2024-03-30,pisos fotolaminados,6,299652,6171,2024
2024-03-31,mamparas de ducha,2,167544,5653,2024
2024-04-01,porcelanato,20,269340,5781,2024
2024-04-02,porcelanato,22,117392,5781,2024
2024-04-03,complementos de pisos organicos,1,75536,6500,2024
2024-04-04,porcelanato,17,397460,5781,2024
2024-04-05,organizadores,8,789320,6087,2024
2024-04-06,sanitarios institucionales,7,709702,7651,2024
2024-04-07,lavamanos,8,832440,5807,2024
2024-04-08,complemento de pisos vinilicos,15,251055,6112,2024
2024-04-09,pisos fotolaminados,17,349996,6171,2024
2024-04-10,tinas,7,707896,5801,2024
2024-04-11,accesorios institucionales,2,213066,6548,2024
2024-04-12,griferia de cocina y lavadero,7,98728,6119,2024
2024-04-13,porcelanato,18,211518,5781,2024
2024-04-14,pisos fotolaminados,18,110106,6171,2024
2024-04-15,portapapeles,16,319936,6004,2024
2024-04-16,pisos de madera,8,95936,5707,2024
2024-04-17,pisos fotolaminados,15,176565,6171,2024
2024-04-18,lavaplatos,12,289740,5706,2024
2024-04-19,modulos,23,410596,5726,2024
2024-04-20,perchas,9,752976,5560,2024
2024-04-21,gres,6,392784,10152,2024
2024-04-22,perchas,12,293472,5560,2024
2024-04-23,complementos de pisos organicos,2,38308,6500,2024
2024-04-24,complementos sanitarios,1,121400,6806,2024
2024-04-25,perchas,25,457600,5560,2024
2024-04-26,complementos sanitarios,1,87415,6806,2024
2024-04-27,rack toallas,10,83030,14337,2024
2024-04-28,complemento de pisos vinilicos,7,617582,6112,2024
2024-04-29,porcelanato,17,343366,5781,2024
2024-04-30,complementos sanitarios,26,407030,6806,2024
2024-05-01,accesorios institucionales,21,313740,6548,2024
2024-05-02,griferia de lavamanos,8,464432,9870,2024
2024-05-03,ceramicos,2,150794,5692,2024
2024-05-04,pisos de madera,3,360060,5707,2024
2024-05-05,griferia de cocina y lavadero,9,1207215,6119,2024
2024-05-06,portapapeles,11,205502,6004,2024
2024-05-07,complemento de pisos vinilicos,5,440800,6112,2024
2024-05-08,pisos vinilicos,19,330429,5690,2024
2024-05-09,rack toallas,27,263601,14337,2024
2024-05-10,pisos organicos,19,270199,5802,2024
2024-05-11,sanitarios institucionales,2,182826,7651,2024
2024-05-12,wall panels,5,534590,5577,2024
2024-05-13,toalleros,26,441714,5906,2024
2024-05-14,pisos organicos,26,440414,5802,2024
2024-05-15,lavamanos,26,137982,5807,2024
2024-05-16,griferia institucional,9,1126656,6057,2024
2024-05-17,toalleros,3,204402,5906,2024
2024-05-18,accesorios institucionales,3,379521,6548,2024
2024-05-19,escobillas,8,959672,7700,2024
2024-05-20,espejos,1,9891,6308,2024
2024-05-21,complementos sanitarios,8,339976,6806,2024
2024-05-22,griferia de ducha y tina,24,438120,5726,2024
2024-05-23,sanitarios institucionales,4,539268,7651,2024
2024-05-24,toalleros,9,670707,5906,2024
2024-05-25,urinarios,24,387624,7425,2024
2024-05-26,griferia de lavamanos,8,266864,9870,2024
2024-05-27,mamparas de ducha,25,399700,5653,2024
2024-05-28,modulos,26,278148,5726,2024
2024-05-29,urinarios,6,514830,7425,2024
2024-05-30,lavaplatos,4,320992,5706,2024
2024-05-31,griferia de cocina y lavadero,3,222123,6119,2024
2024-06-01,porcelanato,5,46235,5781,2024
2024-06-02,pisos de madera,16,395808,5707,2024
2024-06-03,organizadores,3,64962,6087,2024
2024-06-04,modulos,5,211960,5726,2024
2024-06-05,griferia de bidet,2,91282,5560,2024
2024-06-06,perchas,18,428076,5560,2024
2024-06-07,receptaculos,7,755741,6089,2024
2024-06-08,porcelanato,7,353962,5781,2024
2024-06-09,ceramicos,6,868896,5692,2024
2024-06-10,tinas,3,29295,5801,2024
2024-06-11,pisos fotolaminados,9,529380,6171,2024
2024-06-12,espejos,4,404352,6308,2024
2024-06-13,modulos,1,43780,5726,2024
2024-06-14,modulos,4,325972,5726,2024
2024-06-15,griferia de lavamanos,25,354375,9870,2024
2024-06-16,modulos,6,277560,5726,2024
2024-06-17,pisos vinilicos,12,147348,5690,2024
2024-06-18,perchas,4,54648,5560,2024
2024-06-19,sanitarios institucionales,28,502544,7651,2024
2024-06-20,pisos vinilicos,8,62184,5690,2024
2024-06-21,tinas,8,121424,5801,2024
2024-06-22,griferia de ducha y tina,9,363393,5726,2024
2024-06-23,jaboneras y vasos,8,510208,5516,2024
2024-06-24,modulos,29,269642,5726,2024
2024-06-25,pisos organicos,5,651780,5802,2024
2024-06-26,pisos organicos,27,523557,5802,2024
2024-06-27,contenedores,29,526553,6355,2024
2024-06-28,accesorios institucionales,27,593136,6548,2024
2024-06-29,jaboneras y vasos,1,125745,5516,2024
2024-06-30,complementos de pisos organicos,3,132033,6500,2024
2024-07-01,perchas,7,251286,5560,2024
2024-07-02,barras de seguridad,8,327648,7262,2024
2024-07-03,muebles de baño,26,361998,8193,2024
2024-07-04,barras de seguridad,7,1030344,7262,2024
2024-07-05,complementos de griferia,15,346545,6867,2024
2024-07-06,espejos,4,567448,6308,2024
2024-07-07,griferia de ducha y tina,1,14803,5726,2024
2024-07-08,complementos de griferia,1,15350,6867,2024
2024-07-09,escobillas,10,164540,7700,2024
2024-07-10,pisos de madera,5,321085,5707,2024
2024-07-11,pisos organicos,22,317328,5802,2024
2024-07-12,mamparas de ducha,8,588944,5653,2024
2024-07-13,griferia de ducha y tina,1,115678,5726,2024
2024-07-14,sanitarios institucionales,6,83088,7651,2024
2024-07-15,receptaculos,13,72657,6089,2024
2024-07-16,espejos,8,732816,6308,2024
2024-07-17,pisos vinilicos,22,394724,5690,2024
2024-07-18,perchas,17,368084,5560,2024
2024-07-19,griferia de lavamanos,24,347040,9870,2024
2024-07-20,griferia institucional,6,85650,6057,2024
2024-07-21,contenedores,26,474994,6355,2024
2024-07-22,toalleros,25,135150,5906,2024
2024-07-23,complementos de griferia,5,262765,6867,2024
2024-07-24,griferia institucional,6,250770,6057,2024
2024-07-25,pisos de madera,2,196308,5707,2024
2024-07-26,ceramicos,1,105139,5692,2024
2024-07-27,complementos de pisos organicos,14,134694,6500,2024
2024-07-28,urinarios,12,236628,7425,2024
2024-07-29,portapapeles,19,238754,6004,2024
2024-07-30,complementos de pisos organicos,12,241032,6500,2024
2024-07-31,ceramicos,19,453150,5692,2024
2024-08-01,muebles de baño,3,144057,8193,2024
2024-08-02,escobillas,8,1128184,7700,2024
2024-08-03,modulos,1,92780,5726,2024
2024-08-04,modulos,18,354564,5726,2024
2024-08-05,pisos vinilicos,4,29608,5690,2024
2024-08-06,muebles de baño,14,282254,8193,2024
2024-08-07,contenedores,15,180345,6355,2024
2024-08-08,complementos de griferia,4,77332,6867,2024
2024-08-09,griferia de bidet,4,350120,5560,2024
2024-08-10,complementos sanitarios,28,565404,6806,2024
2024-08-11,mosaicos,2,293944,6677,2024
2024-08-12,contenedores,22,397276,6355,2024
2024-08-13,complementos sanitarios,9,903807,6806,2024
2024-08-14,contenedores,2,29544,6355,2024
2024-08-15,griferia de lavamanos,8,687024,9870,2024
2024-08-16,pisos vinilicos,7,456302,5690,2024
2024-08-17,pisos organicos,9,1349388,5802,2024
2024-08-18,perchas,6,499308,5560,2024
2024-08-19,complemento de pisos vinilicos,5,635685,6112,2024
2024-08-20,complementos de griferia,28,610568,6867,2024
2024-08-21,lavamanos,7,469238,5807,2024
2024-08-22,accesibilidad universal,6,93534,6981,2024
2024-08-23,pisos vinilicos,4,126628,5690,2024
2024-08-24,mamparas de ducha,10,234370,5653,2024
2024-08-25,griferia de bidet,8,991728,5560,2024
2024-08-26,accesibilidad universal,9,1307655,6981,2024
2024-08-27,griferia de cocina y lavadero,20,288340,6119,2024
2024-08-28,griferia de lavamanos,8,785656,9870,2024
2024-08-29,complementos de griferia,3,53202,6867,2024
2024-08-30,escobillas,1,33722,7700,2024
2024-08-31,lavaplatos,4,436940,5706,2024
2024-09-01,espejos,19,110352,6308,2024
2024-09-02,wc,24,530616,5652,2024
2024-09-03,rack toallas,6,740844,14337,2024
2024-09-04,ceramicos,16,377296,5692,2024
2024-09-05,ceramicos,27,603612,5692,2024
2024-09-06,barras de seguridad,9,763074,7262,2024
2024-09-07,muebles de baño,7,224861,8193,2024
2024-09-08,urinarios,2,289824,7425,2024
2024-09-09,escobillas,9,176274,7700,2024
2024-09-10,lavamanos,10,68140,5807,2024
2024-09-11,organizadores,15,322620,6087,2024
2024-09-12,griferia institucional,20,408120,6057,2024
2024-09-13,contenedores,9,691254,6355,2024
2024-09-14,lavamanos,8,518280,5807,2024
2024-09-15,accesorios institucionales,9,1122318,6548,2024
2024-09-16,organizadores,9,866277,6087,2024
2024-09-17,muebles de baño,7,420063,8193,2024
2024-09-18,accesorios institucionales,14,84672,6548,2024
2024-09-19,griferia de ducha y tina,16,212912,5726,2024
2024-09-20,lavamanos,3,414891,5807,2024
2024-09-21,griferia de lavamanos,21,395514,9870,2024
2024-09-22,griferia de bidet,13,160953,5560,2024
2024-09-23,griferia de cocina y lavadero,2,15882,6119,2024
2024-09-24,pisos organicos,2,154448,5802,2024
2024-09-25,pisos de madera,1,90410,5707,2024
2024-09-26,wall panels,3,68811,5577,2024
2024-09-27,muebles de baño,26,347828,8193,2024
2024-09-28,griferia de ducha y tina,9,696285,5726,2024
2024-09-29,sanitarios institucionales,4,400488,7651,2024
2024-09-30,barras de seguridad,2,21754,7262,2024
2024-10-01,griferia de ducha y tina,8,279376,5726,2024
2024-10-02,urinarios,23,535578,7425,2024
2024-10-03,pisos vinilicos,8,932720,5690,2024
2024-10-04,griferia de cocina y lavadero,1,48443,6119,2024
2024-10-05,ceramicos,24,524352,5692,2024
2024-10-06,portapapeles,8,722976,6004,2024
2024-10-07,griferia de bidet,16,343568,5560,2024
2024-10-08,rack toallas,6,590274,14337,2024
2024-10-09,espejos,23,482356,6308,2024
2024-10-10,organizadores,7,1019599,6087,2024
2024-10-11,toalleros,29,712791,5906,2024
2024-10-12,mosaicos,4,35928,6677,2024
2024-10-13,lavamanos,20,344100,5807,2024
2024-10-14,griferia de cocina y lavadero,10,177480,6119,2024
2024-10-15,lavamanos,25,474275,5807,2024
2024-10-16,accesorios institucionales,4,139704,6548,2024
2024-10-17,pisos fotolaminados,2,131466,6171,2024
2024-10-18,mosaicos,4,56564,6677,2024
2024-10-19,griferia institucional,3,139284,6057,2024
2024-10-20,modulos,13,198549,5726,2024
2024-10-21,griferia de ducha y tina,22,308462,5726,2024
2024-10-22,complemento de pisos vinilicos,20,151620,6112,2024
2024-10-23,pisos organicos,4,502392,5802,2024
2024-10-24,rack toallas,6,115356,14337,2024
2024-10-25,accesorios institucionales,9,1294011,6548,2024
2024-10-26,pisos vinilicos,4,582880,5690,2024
2024-10-27,jaboneras y vasos,5,568965,5516,2024
2024-10-28,modulos,5,446110,5726,2024
2024-10-29,gres,4,226212,10152,2024
2024-10-30,tinas,2,33126,5801,2024
2024-10-31,organizadores,10,117920,6087,2024
2024-11-01,organizadores,4,61496,6087,2024
2024-11-02,wc,3,41043,5652,2024
2024-11-03,rack toallas,29,436972,14337,2024
2024-11-04,muebles de baño,21,391650,8193,2024
2024-11-05,mamparas de ducha,4,209348,5653,2024
2024-11-06,gres,2,289634,10152,2024
2024-11-07,griferia de bidet,1,120071,5560,2024
2024-11-08,receptaculos,7,784441,6089,2024
2024-11-09,ceramicos,11,245410,5692,2024
2024-11-10,complemento de pisos vinilicos,7,225232,6112,2024
2024-11-11,complementos sanitarios,26,644332,6806,2024
2024-11-12,wc,17,130118,5652,2024
2024-11-13,receptaculos,1,22755,6089,2024
2024-11-14,wall panels,12,253572,5577,2024
2024-11-15,bidet,11,127083,6269,2024
2024-11-16,gres,3,215331,10152,2024
2024-11-17,urinarios,1,79346,7425,2024
2024-11-18,accesorios institucionales,1,33009,6548,2024
2024-11-19,bidet,6,265254,6269,2024
2024-11-20,receptaculos,6,656658,6089,2024
2024-11-21,contenedores,8,1155648,6355,2024
2024-11-22,pisos organicos,24,336864,5802,2024
2024-11-23,sanitarios institucionales,15,206175,7651,2024
2024-11-24,escobillas,16,362448,7700,2024
2024-11-25,receptaculos,25,317525,6089,2024
2024-11-26,espejos,9,807786,6308,2024
2024-11-27,receptaculos,9,658521,6089,2024
2024-11-28,escobillas,9,319887,7700,2024
2024-11-29,perchas,9,729297,5560,2024
2024-11-30,wall panels,9,1245447,5577,2024
2024-12-01,toalleros,4,208764,5906,2024
2024-12-02,accesorios institucionales,28,524888,6548,2024
2024-12-03,urinarios,6,839850,7425,2024
2024-12-04,griferia institucional,25,569825,6057,2024
2024-12-05,wc,5,719285,5652,2024
2024-12-06,ceramicos,7,434581,5692,2024
2024-12-07,lavaplatos,5,615380,5706,2024
2024-12-08,ceramicos,2,178190,5692,2024
2024-12-09,accesorios institucionales,6,243318,6548,2024
2024-12-10,ceramicos,4,142292,5692,2024
2024-12-11,tinas,22,412082,5801,2024
2024-12-12,complementos sanitarios,4,294584,6806,2024
2024-12-13,griferia de cocina y lavadero,1,98312,6119,2024
2024-12-14,lavaplatos,6,76182,5706,2024
2024-12-15,escobillas,13,286598,7700,2024
2024-12-16,wall panels,27,394605,5577,2024
2024-12-17,escobillas,8,127200,7700,2024
2024-12-18,pisos vinilicos,7,74067,5690,2024
2024-12-19,organizadores,12,215964,6087,2024
2024-12-20,accesorios institucionales,7,993664,6548,2024
2024-12-21,perchas,7,799988,5560,2024
2024-12-22,griferia de cocina y lavadero,1,134223,6119,2024
2024-12-23,pisos organicos,12,139656,5802,2024
2024-12-24,escobillas,4,544976,7700,2024
2024-12-25,accesorios institucionales,27,593973,6548,2024
2024-12-26,porcelanato,1,133246,5781,2024
2024-12-27,accesibilidad universal,3,37362,6981,2024
2024-12-28,griferia de ducha y tina,14,243180,5726,2024
2024-12-29,mosaicos,7,1028475,6677,2024
2024-12-30,accesibilidad universal,4,385884,6981,2024
2024-12-31,pisos fotolaminados,29,596240,6171,2024
